,age,gender,COB,hours_work,social_media_use,rent,friends_count,stress_level,highest_speed,relationship_status,dates,standard_drinks,countries,drug_use_q,drug_usea,drug_useb,drug_use_ans,student_type,mainstream_advanced,semesters,commute,data_interest _1,mark_goal,hours_studying,lecture_mode,study_type,learner_style
223,18.0,Male,Mongolia,0.0,7.0,200.0,2.0,2.0,100.0,Single,0.0,0.0,3.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,40.0,9.0,90.0,6.0,I,It changes depending on the subject,Style 2
224,19.0,Male,China,0.0,7.0,550.0,5.0,4.0,130.0,In a relationship,100.0,2.0,5.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,50.0,8.0,100.0,5.0,I,I work steadily all semester,Style 3
225,21.0,Male,China,0.0,6.25,410.0,2.0,5.0,130.0,Single,1.0,3.0,3.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,40.0,5.0,70.0,5.0,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
226,19.0,Male,Australia,0.0,2.5,0.0,5.0,4.0,130.0,Single,0.0,0.0,3.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,2.0,45.0,5.0,70.0,5.0,I,I leave things to the last minute,Style 2
227,22.0,Male,Australia,32.0,1.5,0.0,0.0,5.0,250.0,In a relationship,0.0,0.0,9.0,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,7.0,18.0,4.0,80.0,2.0,Recording,It changes depending on the subject,Style 3
228,20.0,Male,Australia,24.0,2.0,0.0,20.0,4.0,150.0,In a relationship,0.0,0.0,21.0,Have you ever used recreational drugs,Prefer not to say,,Prefer not to say,Domestic,DATA1001,3.0,25.0,1.0,85.0,4.0,Recording,I work steadily all semester,Style 1
229,18.0,Female,Australia,5.5,10.0,0.0,20.0,5.0,120.0,Single,0.0,0.0,15.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,60.0,2.0,80.0,2.0,I,I leave things to the last minute,Style 2
230,20.0,Male,Indonesia,0.0,5.0,300.0,20.0,5.0,70.0,Single,0.0,1.0,5.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,4.0,60.0,7.0,75.0,8.0,Recording,It changes depending on the subject,Style 1
231,18.0,Male,China,0.0,6.0,800.0,10.0,0.0,100.0,Single,7.0,7.0,5.0,Have you ever used recreational drugs,No,,No,International,DATA1001,1.0,60.0,9.0,90.0,8.0,I,I work steadily all semester,Style 1
232,20.0,Male,China,0.0,8.0,1000.0,10.0,7.0,200.0,Its complicated,3.0,10.0,8.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1.0,15.0,8.0,100.0,5.0,Recording,It changes depending on the subject,Style 1
233,18.0,Male,India,0.0,4.5,345.0,5.0,2.0,120.0,In a relationship,10.0,5.0,12.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,30.0,1.0,90.0,5.0,Recording,It changes depending on the subject,Style 3
234,20.0,Female,Kuwait,0.0,3.917,3000.0,6.0,7.0,100.0,In a relationship,3.0,0.0,5.0,Have you ever used recreational drugs,No,,No,International,DATA1001,1.0,40.0,3.0,85.0,3.0,Recording,It changes depending on the subject,Style 3
235,18.0,Male,India,0.0,1.0,650.0,3.0,7.0,140.0,Single,0.0,0.0,5.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,25.0,10.0,90.0,15.0,I,It changes depending on the subject,Style 3
236,19.0,Male,Taiwan,40.0,0.2,150.0,2.0,6.0,150.0,Single,0.0,3.0,5.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,40.0,5.0,70.0,7.0,I,I leave things to the last minute,Style 2
237,22.0,Female,Australia,8.0,3.0,0.0,10.0,7.0,120.0,Single,100.0,0.0,3.0,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,3.0,60.0,5.0,80.0,6.0,Recording,It changes depending on the subject,Style 2
238,23.0,Female,Taiwan,0.0,6.0,350.0,20.0,2.0,130.0,Single,0.0,2.0,4.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,47.0,3.0,80.0,2.0,Live Stream from Lecture Theatre,I leave things to the last minute,Style 1
239,18.0,Male,Vietnam,0.0,6.0,629.0,10.0,4.0,120.0,In a relationship,20.0,0.0,16.0,Have you ever used recreational drugs,No,,No,International,DATA1001,1.0,15.0,2.0,85.0,5.0,Recording,It changes depending on the subject,Style 3
240,18.0,Male,Bangladesh,0.0,2.0,595.0,3.0,8.0,180.0,Single,0.0,0.0,13.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,20.0,7.0,90.0,6.0,Recording,It changes depending on the subject,Style 3
241,18.0,Male,Republic of Korea,7.0,2.0,0.0,20.0,5.0,90.0,Single,2.0,10.0,5.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,1.25,4.0,65.0,3.0,Recording,I work steadily all semester,Style 2
242,18.0,Female,Japan,0.0,4.0,360.0,60.0,8.0,95.0,In a relationship,20.0,4.0,3.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1.0,7.0,6.0,96.0,9.0,Recording,I work steadily all semester,Style 1
243,20.0,Male,Australia,8.0,5.0,820.0,5.0,3.0,218.0,In a relationship,20.0,2.0,22.0,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,1.0,90.0,7.0,80.0,3.0,Live Stream from Lecture Theatre,I work steadily all semester,Style 2
244,20.0,Female,Malaysia,20.0,5.33,170.0,30.0,3.0,120.0,Single,0.0,0.0,3.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1.0,15.0,7.0,85.0,4.0,I,I work steadily all semester,Style 1
245,20.0,Female,Japan,0.0,3.1,0.0,2.0,6.0,133.0,In a relationship,25.0,0.0,9.0,Have you ever used recreational drugs,No,,No,International,DATA1001,5.0,15.0,5.0,90.0,5.0,Other,I leave things to the last minute,Style 3
246,19.0,Female,China,0.0,3.0,770.0,2.0,6.0,150.0,Single,0.0,0.0,4.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1.0,30.0,3.0,60.0,4.0,Recording,It changes depending on the subject,Style 3
247,19.0,Male,India,0.0,1.0,879.0,5.0,3.0,110.0,In a relationship,10.0,0.0,8.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,5.0,10.0,100.0,10.0,I,I work steadily all semester,Style 1
248,19.0,Female,China,0.0,3.0,420.0,30.0,3.0,150.0,Single,24.0,4.0,1.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,45.0,5.0,85.0,4.0,I,I work steadily all semester,Style 3
249,16.0,Male,Malaysia,20.0,5.2,699.0,12.0,3.0,180.0,Single,0.0,0.0,9.0,Have you ever used recreational drugs,No,,No,International,DATA1001,1.0,25.0,6.0,85.0,2.0,I,It changes depending on the subject,Style 1
250,19.0,Male,Vietnam,0.0,7.1,485.0,10.0,5.0,122.0,Its complicated,50.0,0.0,8.0,Have you ever used recreational drugs,Yes,,Yes,International,DATA1001,1.0,45.0,2.0,100.0,2.0,I,It changes depending on the subject,Style 3
251,25.0,Non-binary / third gender,Australia,0.0,5.0,0.0,5.0,4.0,110.0,Single,0.0,0.0,5.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,7.0,140.0,6.0,75.0,3.0,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
252,20.0,Female,South Africa,4.0,2.5,350.0,10.0,2.0,140.0,Single,3.0,0.0,9.0,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,1.0,30.0,6.0,80.0,3.0,I,I work steadily all semester,Style 3
253,19.0,Male,Australia,4.0,2.0,0.0,23.0,8.0,110.0,In a relationship,2.0,0.0,8.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,60.0,3.0,85.0,2.0,Recording,I leave things to the last minute,Style 1
254,18.0,Female,China,0.0,14.0,400.0,5.0,2.0,120.0,In a relationship,50.0,4.0,2.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,40.0,1.0,90.0,2.0,I,It changes depending on the subject,Style 1
255,18.0,Female,China,10.0,8.0,500.0,3.0,8.0,150.0,In a relationship,0.0,0.0,2.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,20.0,5.0,75.0,4.0,I,It changes depending on the subject,Style 3
256,20.0,Male,Australia,1.0,3.0,0.0,8.0,3.0,150.0,Single,0.0,40.0,8.0,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,1.0,75.0,7.0,70.0,5.0,I,I work steadily all semester,Style 3
257,29.0,Male,China,0.0,1.0,0.0,1.0,9.0,220.0,In a relationship,1.0,0.0,6.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1901,0.0,10.0,6.0,90.0,10.0,I,It changes depending on the subject,Style 1
258,22.0,Female,Australia,10.5,4.1,0.0,4.0,5.0,80.0,Single,0.0,0.0,4.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,7.0,60.0,6.0,85.0,4.0,Recording,It changes depending on the subject,Style 1
259,19.0,Female,Hong Kong,0.0,2.37,640.0,10.0,8.0,120.0,In a relationship,1.0,1.0,20.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1.0,20.0,6.0,85.0,2.0,Recording,It changes depending on the subject,Style 2
260,18.0,Female,Vietnam,0.0,3.45,640.0,6.0,4.0,60.0,Single,0.0,0.0,11.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,15.0,6.0,75.0,2.0,I,It changes depending on the subject,Style 3
261,17.0,Male,China,20.0,3.0,250.0,7.0,4.0,90.0,Single,2.0,1.0,4.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,15.0,9.0,75.0,1.0,I,I leave things to the last minute,Style 2
262,19.0,Male,Australia,18.0,3.0,0.0,8.0,6.0,120.0,Single,0.0,0.0,1.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,55.0,6.0,90.0,5.0,Recording,It changes depending on the subject,Style 1
263,19.0,Male,Australia,11.0,2.3,0.0,5.0,2.0,220.0,Single,0.0,0.0,1.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,45.0,0.0,90.0,3.0,Recording,I work steadily all semester,Style 2
264,18.0,Female,Australia,0.0,0.0,0.0,0.0,9.0,90.0,Single,0.0,0.0,3.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,90.0,5.0,100.0,4.0,Other,It changes depending on the subject,Style 2
265,18.0,Male,India,0.0,1.25,459.0,10.0,7.0,150.0,In a relationship,52.0,2.0,4.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,20.0,10.0,10.0,7.0,I,I work steadily all semester,Style 3
266,18.0,Male,India,0.0,1.0,0.0,6.0,10.0,110.0,Single,0.0,0.0,6.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,80.0,7.0,60.0,60.0,Lecture Slides,It changes depending on the subject,Style 1
267,38.0,Male,Australia,38.0,1.0,0.0,2.0,10.0,220.0,In a relationship,20.0,0.0,1.0,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,3.0,120.0,6.0,100.0,10.0,Recording,I work steadily all semester,Style 1
268,18.0,Female,Australia,0.0,3.4,0.0,10.0,1.0,90.0,Single,0.0,2.0,5.0,Have you ever used recreational drugs,Prefer not to say,,Prefer not to say,Domestic,DATA1001,1.0,90.0,2.0,75.0,3.0,Recording,I leave things to the last minute,Style 2
269,18.0,Female,India,0.0,4.25,529.0,12.0,3.0,180.0,Single,0.0,0.0,5.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,15.0,10.0,100.0,7.0,I,I work steadily all semester,Style 3
270,20.0,Male,Australia,9.0,3.5,0.0,32.0,3.0,275.0,In a relationship,30.0,86.0,4.0,Have you ever used recreational drugs,Prefer not to say,,Prefer not to say,Domestic,DATA1001,3.0,30.0,9.0,87.0,20.0,Recording,I work steadily all semester,Style 3
271,18.0,Male,India,0.0,4.0,689.0,10.0,7.0,160.0,Its complicated,8.0,2.0,20.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,10.0,9.0,100.0,4.0,I,I work steadily all semester,Style 3
272,19.0,Female,Australia,15.0,5.0,0.0,3.0,2.0,120.0,Single,7.0,2.0,4.0,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,1.0,45.0,6.0,90.0,3.0,I,I work steadily all semester,Style 3
273,20.0,Male,China,0.0,24.0,470.0,1.0,10.0,140.0,In a relationship,2.0,0.0,10.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,10.0,0.0,80.0,5.0,I,It changes depending on the subject,Style 3
274,18.0,Female,Lebanon ,0.0,8.5,0.0,8.0,8.0,200.0,Single,2.0,4.0,6.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,35.0,4.0,90.0,5.0,I,I leave things to the last minute,Style 3
275,20.0,Female,Kuwait ,0.0,8.25,549.0,10.0,6.0,150.0,Single,0.0,0.0,10.0,Have you ever used recreational drugs,No,,No,International,DATA1001,2.0,20.0,6.0,75.0,4.0,Recording,It changes depending on the subject,Style 2
276,19.0,Female,Kenya,0.0,3.0,619.0,2.0,6.0,120.0,Single,0.0,0.0,2.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,30.0,9.0,10.0,2.0,I,I work steadily all semester,Style 1
277,18.0,Female,Australia,0.0,5.15,525.0,7.0,4.0,82.0,Single,0.0,0.0,5.0,Have you ever used recreational drugs,No,,No,International,DATA1001,1.0,25.0,5.0,90.0,2.0,I,It changes depending on the subject,Style 3
278,19.0,Male,New Zealand,0.0,3.0,375.0,5.0,3.0,110.0,Single,0.0,0.0,7.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,20.0,5.0,80.0,3.0,Recording,I work steadily all semester,Style 2
279,18.0,Male,Indonesia,0.0,3.3,1800.0,2.0,0.0,120.0,Single,1.0,6.0,11.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,37.0,6.0,7.0,8.0,Live Stream from Lecture Theatre,I leave things to the last minute,Style 1
280,21.0,Male,Australia,0.0,2.0,0.0,15.0,3.0,200.0,In a relationship,20.0,0.0,10.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,6.0,40.0,2.0,100.0,2.0,I,I leave things to the last minute,Style 1
281,18.0,Male,India,0.0,2.0,459.0,10.0,6.0,160.0,Single,0.0,0.0,4.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,15.0,7.0,90.0,20.0,I,I work steadily all semester,Style 1
282,25.0,Male,Australia,0.0,2.0,0.0,0.0,3.0,120.0,In a relationship,10.0,10.0,50.0,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,8.0,90.0,4.0,100.0,4.0,I,I leave things to the last minute,Style 1
283,18.0,Male,India,0.0,4.0,400.0,20.0,4.0,120.0,Single,0.0,10.0,10.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,20.0,6.0,60.0,8.0,I,It changes depending on the subject,Style 2
284,22.0,Male,Australia,14.0,2.0,0.0,1.0,8.0,100.0,Single,0.0,0.0,3.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,6.0,40.0,9.0,85.0,8.0,Recording,I work steadily all semester,Style 3
285,18.0,Male,Canada,0.0,15.0,1000.0,0.0,5.0,210.0,In a relationship,20.0,0.0,5.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,30.0,5.0,80.0,4.0,Lecture Slides,It changes depending on the subject,Style 2
286,18.0,Female,Australia,20.0,3.0,350.0,25.0,5.0,120.0,Its complicated,5.0,5.0,4.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,20.0,6.0,80.0,10.0,Recording,It changes depending on the subject,Style 2
287,18.0,Female,South Korea,10.0,3.0,0.0,30.0,3.0,90.0,Single,0.0,0.0,10.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,80.0,6.0,90.0,3.0,I,It changes depending on the subject,Style 3
288,22.0,Male,China,12.0,5.0,0.0,30.0,6.0,200.0,Single,5.0,0.0,10.0,Have you ever used recreational drugs,No,,No,International,DATA1001,8.0,17.0,8.0,70.0,3.0,Recording,It changes depending on the subject,Style 2
289,20.0,Male,China,40.0,6.0,539.0,10.0,8.0,120.0,Single,0.0,0.0,9.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,2.0,30.0,9.0,100.0,15.0,I,It changes depending on the subject,Style 1
290,19.0,Male,China,50.0,6.0,300.0,8.0,7.0,120.0,Single,5.0,3.0,2.0,Have you ever used recreational drugs,No,,No,International,DATA1001,2.0,90.0,6.0,85.0,10.0,Lecture Slides,It changes depending on the subject,Style 3
291,21.0,Female,China,20.0,7.0,300.0,3.0,10.0,130.0,Single,3.0,5.0,5.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,30.0,4.0,80.0,2.0,Recording,It changes depending on the subject,Style 2
292,18.0,Female,indonesia,17.0,7.13,0.0,5.0,6.0,120.0,In a relationship,10.0,0.0,3.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,50.0,6.0,100.0,5.0,I,It changes depending on the subject,Style 3
293,20.0,Male,Singapore ,0.0,4.0,0.0,10.0,7.0,110.0,Single,1.0,0.0,6.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,90.0,10.0,100.0,5.0,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
294,18.0,Male,Australia,0.0,4.0,0.0,5.0,5.0,90.0,Single,1.0,3.0,0.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,60.0,5.0,85.0,6.0,I,I work steadily all semester,Style 1
295,17.0,Male,Indonesia,0.0,6.0,350.0,25.0,2.0,220.0,In a relationship,8.0,0.0,2.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,80.0,7.0,100.0,4.0,Lecture Slides,I work steadily all semester,Style 1
296,18.0,Female,Indonesia,0.0,5.0,350.0,30.0,4.0,20.0,In a relationship,5.0,0.0,1.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,65.0,7.0,100.0,4.0,Lecture Slides,I work steadily all semester,Style 1
297,20.0,Female,Australia,25.0,2.0,0.0,10.0,3.0,110.0,Single,5.0,7.0,7.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,2.0,70.0,3.0,90.0,2.0,Recording,It changes depending on the subject,Style 1
298,19.0,Female,UAE,0.0,8.03,660.0,4.0,2.0,140.0,Single,0.0,0.0,4.0,Have you ever used recreational drugs,Prefer not to say,,Prefer not to say,International,DATA1001,0.0,35.0,7.0,90.0,5.0,I,It changes depending on the subject,Style 3
299,18.0,Male,United Arab Emirates,0.0,1.48,0.0,10.0,3.0,140.0,Single,0.0,0.0,4.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,25.0,9.0,80.0,4.0,I,It changes depending on the subject,Style 1
300,19.0,Female,Australia,10.0,4.5,0.0,1.0,7.0,90.0,Single,0.0,0.0,3.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,0.0,90.0,3.0,80.0,5.0,Recording,I leave things to the last minute,Style 2
301,22.0,Male,China,0.0,11.0,470.0,4.0,3.0,120.0,Single,6.0,10.0,7.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,20.0,1.0,75.0,10.0,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1
302,19.0,Male,Bangladesh,0.0,3.5,160.0,4.0,7.0,120.0,Single,1.0,1.0,5.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,24.0,10.0,85.0,2.0,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
303,19.0,Male,Australia,6.0,2.5,0.0,20.0,2.0,160.0,In a relationship,0.0,4.0,7.0,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,1.0,50.0,3.0,80.0,6.0,Recording,I work steadily all semester,Style 3
304,18.0,Male,Australia,0.0,4.3333,0.0,15.0,7.0,150.0,Single,0.0,0.0,5.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,75.0,7.0,90.0,5.0,Lecture Slides,It changes depending on the subject,Style 3
305,19.0,Male,Australia,0.0,6.0,0.0,2.0,5.0,90.0,Single,0.0,6.0,3.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,2.0,60.0,7.0,90.0,2.0,Recording,I work steadily all semester,Style 3
306,19.0,Female,Australia,29.0,2.25,0.0,1.0,7.0,105.0,Single,0.0,1.0,3.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,3.0,22.0,8.0,85.0,4.0,Recording,It changes depending on the subject,Style 2
307,19.0,Male,India,0.0,6.3,520.0,3.0,6.0,100.0,Single,3.0,0.0,3.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,50.0,7.0,80.0,5.0,I,It changes depending on the subject,Style 2
308,18.0,Male,India,0.0,1.2,549.0,15.0,1.0,35.0,Single,7.0,0.0,4.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,10.0,8.0,90.0,1.0,I,I work steadily all semester,Style 1
309,18.0,Female,Australia,4.0,4.5,0.0,10.0,3.0,130.0,Single,0.0,4.0,12.0,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,2.0,40.0,5.0,80.0,2.0,Recording,It changes depending on the subject,Style 1
310,36.0,Female,China,16.0,4.36,0.0,0.0,4.0,160.0,Its complicated,0.0,0.0,10.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,30.0,6.0,85.0,20.0,I,I work steadily all semester,Style 3
311,18.0,Male,Mongolia,0.0,3.5,549.0,10.0,3.0,120.0,Single,0.0,0.0,2.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,20.0,5.0,90.0,5.0,I,I work steadily all semester,Style 1
312,19.0,Male,China,0.0,2.5,400.0,3.0,6.0,120.0,Single,0.0,5.0,3.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,45.0,5.0,70.0,6.0,Other,It changes depending on the subject,Style 2
313,19.0,Male,China,0.0,3.0,450.0,5.0,5.0,120.0,Single,0.0,0.0,3.0,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,4.0,120.0,5.0,100.0,20.0,I,I leave things to the last minute,Style 2
314,19.0,Female,New Zealand,2.0,4.0,0.0,2.0,0.0,110.0,Single,0.0,0.0,20.0,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,1.0,30.0,3.0,90.0,3.0,Recording,I work steadily all semester,Style 1
315,21.0,Male,China,0.0,6.0,600.0,5.0,4.0,140.0,Single,3.0,0.0,5.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,30.0,6.0,90.0,2.0,I,It changes depending on the subject,Style 3
316,21.0,Non-binary / third gender,USA,0.0,0.15,307.0,6.0,6.0,300.0,In a relationship,30.0,1.0,2.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,6.0,5.0,5.0,60.0,1.0,Recording,It changes depending on the subject,Style 3
317,19.0,Male,China,7.0,3.0,300.0,3.0,5.0,0.0,Single,0.0,0.0,1.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,30.0,10.0,80.0,3.0,Lecture Slides,I work steadily all semester,Style 1
318,60.0,Female,Australia,4.0,1.0,0.0,3.0,4.0,120.0,Single,1.0,0.0,15.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,12.0,20.0,7.0,80.0,10.0,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
319,19.0,Male,China,0.0,6.0,450.0,10.0,9.0,180.0,In a relationship,0.0,0.0,7.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,20.0,10.0,100.0,6.0,Recording,It changes depending on the subject,Style 3
320,19.0,Female,China,30.0,5.06,750.0,2.0,8.0,180.0,Single,2.0,0.0,7.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,0.0,20.0,6.0,100.0,20.0,I,I work steadily all semester,Style 1
321,18.0,Female,China,20.0,6.0,469.0,10.0,4.0,120.0,Single,0.0,5.0,8.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,20.0,3.0,10.0,2.0,I,I work steadily all semester,Style 2
322,20.0,Male,Hong Kong,15.0,5.0,700.0,4.0,6.0,0.0,In a relationship,100.0,2.0,2.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,30.0,5.0,80.0,6.0,I,It changes depending on the subject,Style 1
323,18.0,Female,Australia,5.0,4.53,0.0,5.0,6.0,100.0,Single,1.0,0.0,7.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,30.0,6.0,90.0,8.0,Recording,It changes depending on the subject,Style 1
324,18.0,Male,Vietnam,0.0,3.0,629.0,3.0,7.0,0.0,Single,0.0,1.0,15.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,15.0,7.0,90.0,3.0,I,It changes depending on the subject,Style 3
325,18.0,Female,India,0.0,2.5,700.0,4.0,8.0,130.0,Single,0.0,0.0,7.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,0.0,45.0,7.0,100.0,7.0,Live Stream from Lecture Theatre,I leave things to the last minute,Style 3
326,19.0,Female,Vietnam,18.0,10.25,0.0,6.0,8.0,110.0,In a relationship,4.0,6.0,2.0,Have you ever used recreational drugs,No,,No,International,DATA1001,1.0,60.0,5.0,75.0,4.0,Recording,I work steadily all semester,Style 1
327,18.0,Male,China,0.0,4.0,0.0,3.0,6.0,120.0,Single,0.0,0.0,5.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,70.0,8.0,75.0,5.0,Recording,It changes depending on the subject,Style 3
328,18.0,Male,vietnam,0.0,7.0,300.0,7.0,10.0,40.0,Single,0.0,0.0,4.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,60.0,6.0,9.0,5.0,Recording,It changes depending on the subject,Style 1
329,19.0,Male,Japan,0.0,4.18,362.0,8.0,2.0,100.0,Its complicated,0.0,0.0,15.0,Have you ever used recreational drugs,No,,No,International,DATA1001,1.0,10.0,5.0,55.0,1.0,Recording,It changes depending on the subject,Style 2
330,23.0,Female,China,30.0,8.0,850.0,5.0,3.0,120.0,In a relationship,100.0,2.0,7.0,Have you ever used recreational drugs,No,,No,International,DATA1001,3.0,10.0,5.0,100.0,5.0,Lecture Slides,It changes depending on the subject,Style 2
331,18.0,Female,Australia,0.0,4.5,0.0,8.0,6.0,150.0,In a relationship,5.0,5.0,6.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,30.0,6.0,85.0,3.0,I,It changes depending on the subject,Style 3
332,18.0,Male,Australia,0.0,3.3333333,100.0,5.0,0.0,120.0,In a relationship,20.0,15.0,1.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,45.0,9.0,85.0,10.0,I,I work steadily all semester,Style 1
333,18.0,Female,Australia,5.0,1.5,0.0,10.0,4.0,110.0,Single,0.0,6.0,3.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,60.0,7.0,85.0,2.0,Recording,It changes depending on the subject,Style 3
334,18.0,Male,China,0.0,3.0,550.0,2.0,6.0,160.0,Single,0.0,2.0,4.0,Have you ever used recreational drugs,No,,No,International,DATA1001,1.0,5.0,8.0,70.0,10.0,I,It changes depending on the subject,Style 2
