Progress,consent ,age ,gender ,country_of_birth ,country_of_birth _5_TEXT,hours_work ,social_media_use ,rent ,friends_count ,si_1,highest_speed ,relationship_status ,dates ,standard_drinks ,countries ,drug_use_q,drug_usea,drug_useb ,drug_use_ans,student_type ,mainstream_advanced ,semesters ,commute ,data_interest _1,mark_goal ,hours_studying ,lecture_mode ,study_type ,learner_style 
100,I consent to take part in the study,19,Female,China,,0,3,420,30,3,150,Single,24,4,1,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,45,5,85,4,I,I work steadily all semester,Style 3
100,I consent to take part in the study,16,Male,Other Please Specify,Malaysia,20,5.2,699,12,3,180,Single,0,0,9,Have you ever used recreational drugs,No,,No,International,DATA1001,1,25,6,85,2,I,It changes depending on the subject,Style 1
100,I consent to take part in the study,19,Male,Other Please Specify,Vietnam,0,7.1,485,10,5,122,Its complicated,50,0,8,Have you ever used recreational drugs,Yes,,Yes,International,DATA1001,1,45,2,100,2,I,It changes depending on the subject,Style 3
100,I consent to take part in the study,25,Non-binary / third gender,Australia,,0,5,0,5,4,110,Single,0,0,5,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,7,140,6,75,3,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
100,I consent to take part in the study,20,Female,Other Please Specify,South Africa,4,2.5,350,10,2,140,Single,3,0,9,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,1,30,6,80,3,I,I work steadily all semester,Style 3
100,I consent to take part in the study,19,Male,Australia,,4,2,0,23,8,110,In a relationship,2,0,8,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,60,3,85,2,Recording,I leave things to the last minute,Style 1
100,I consent to take part in the study,18,Female,China,,0,14,400,5,2,120,In a relationship,50,4,2,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,40,1,90,2,I,It changes depending on the subject,Style 1
100,I consent to take part in the study,18,Female,China,,10,8,500,3,8,150,In a relationship,0,0,2,Have you ever used recreational drugs,No,,No,International,DATA1001,0,20,5,75,4,I,It changes depending on the subject,Style 3
100,I consent to take part in the study,20,Male,Australia,,1,3,0,8,3,150,Single,0,40,8,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,1,75,7,70,5,I,I work steadily all semester,Style 3
100,I consent to take part in the study,29,Male,China,,0,1,0,1,9,220,In a relationship,1,0,6,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1901,0,10,6,90,10,I,It changes depending on the subject,Style 1
100,I consent to take part in the study,22,Female,Australia,,10.5,4.1,0,4,5,80,Single,0,0,4,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,7,60,6,85,4,Recording,It changes depending on the subject,Style 1
100,I consent to take part in the study,19,Female,Other Please Specify,Hong Kong,0,2.37,640,10,8,120,In a relationship,1,1,20,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1,20,6,85,2,Recording,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Female,Other Please Specify,Vietnam,0,3.45,640,6,4,60,Single,0,0,11,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,15,6,75,2,I,It changes depending on the subject,Style 3
100,I consent to take part in the study,17,Male,China,,20,3,250,7,4,90,Single,2,1,4,Have you ever used recreational drugs,No,,No,International,DATA1001,0,15,9,75,1,I,I leave things to the last minute,Style 2
100,I consent to take part in the study,19,Male,Australia,,18,3,0,8,6,120,Single,0,0,1,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,55,6,90,5,Recording,It changes depending on the subject,Style 1
100,I consent to take part in the study,19,Male,Australia,,11,2.3,0,5,2,220,Single,0,0,1,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,45,0,90,3,Recording,I work steadily all semester,Style 2
100,I consent to take part in the study,18,Female,Australia,,0,0,0,0,9,90,Single,0,0,3,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,90,5,100,4,Other,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Male,India,,0,1.25,459,10,7,150,In a relationship,52,2,4,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,20,10,10,7,I,I work steadily all semester,Style 3
100,I consent to take part in the study,18,Male,India,,0,1,0,6,10,110,Single,0,0,6,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,80,7,60,60,Lecture Slides,It changes depending on the subject,Style 1
100,I consent to take part in the study,38,Male,Australia,,38,1,0,2,10,220,In a relationship,20,0,1,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,3,120,6,100,10,Recording,I work steadily all semester,Style 1
100,I consent to take part in the study,18,Female,Australia,,0,3.4,0,10,1,90,Single,0,2,5,Have you ever used recreational drugs,Prefer not to say,,Prefer not to say,Domestic,DATA1001,1,90,2,75,3,Recording,I leave things to the last minute,Style 2
100,I consent to take part in the study,18,Female,India,,0,4.25,529,12,3,180,Single,0,0,5,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,15,10,100,7,I,I work steadily all semester,Style 3
100,I consent to take part in the study,20,Male,Australia,,9,3.5,0,32,3,275,In a relationship,30,86,4,Have you ever used recreational drugs,Prefer not to say,,Prefer not to say,Domestic,DATA1001,3,30,9,87,20,Recording,I work steadily all semester,Style 3
100,I consent to take part in the study,18,Male,India,,0,4,689,10,7,160,Its complicated,8,2,20,Have you ever used recreational drugs,No,,No,International,DATA1001,0,10,9,100,4,I,I work steadily all semester,Style 3
100,I consent to take part in the study,19,Female,Australia,,15,5,0,3,2,120,Single,7,2,4,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,1,45,6,90,3,I,I work steadily all semester,Style 3
100,I consent to take part in the study,20,Male,China,,0,24,470,1,10,140,In a relationship,2,0,10,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,10,0,80,5,I,It changes depending on the subject,Style 3
100,I consent to take part in the study,18,Female,Other Please Specify,Lebanon ,0,8.5,0,8,8,200,Single,2,4,6,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,35,4,90,5,I,I leave things to the last minute,Style 3
100,I consent to take part in the study,20,Female,Other Please Specify,Kuwait ,0,8.25,549,10,6,150,Single,0,0,10,Have you ever used recreational drugs,No,,No,International,DATA1001,2,20,6,75,4,Recording,It changes depending on the subject,Style 2
100,I consent to take part in the study,19,Female,Other Please Specify,Kenya,0,3,619,2,6,120,Single,0,0,2,Have you ever used recreational drugs,No,,No,International,DATA1001,0,30,9,10,2,I,I work steadily all semester,Style 1
100,I consent to take part in the study,18,Female,Australia,,0,5.15,525,7,4,82,Single,0,0,5,Have you ever used recreational drugs,No,,No,International,DATA1001,1,25,5,90,2,I,It changes depending on the subject,Style 3
100,I consent to take part in the study,19,Male,Other Please Specify,New Zealand,0,3,375,5,3,110,Single,0,0,7,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,20,5,80,3,Recording,I work steadily all semester,Style 2
100,I consent to take part in the study,18,Male,Other Please Specify,Indonesia,0,3.3,1800,2,0,120,Single,1,6,11,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,37,6,7,8,Live Stream from Lecture Theatre,I leave things to the last minute,Style 1
100,I consent to take part in the study,21,Male,Australia,,0,2,0,15,3,200,In a relationship,20,0,10,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,6,40,2,100,2,I,I leave things to the last minute,Style 1
100,I consent to take part in the study,18,Male,India,,0,2,459,10,6,160,Single,0,0,4,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,15,7,90,20,I,I work steadily all semester,Style 1
100,I consent to take part in the study,25,Male,Australia,,0,2,0,0,3,120,In a relationship,10,10,50,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,8,90,4,100,4,I,I leave things to the last minute,Style 1
100,I consent to take part in the study,18,Male,India,,0,4,400,20,4,120,Single,0,10,10,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,20,6,60,8,I,It changes depending on the subject,Style 2
100,I consent to take part in the study,22,Male,Australia,,14,2,0,1,8,100,Single,0,0,3,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,6,40,9,85,8,Recording,I work steadily all semester,Style 3
100,I consent to take part in the study,18,Male,Other Please Specify,Canada,0,15,1000,0,5,210,In a relationship,20,0,5,Have you ever used recreational drugs,No,,No,International,DATA1001,0,30,5,80,4,Lecture Slides,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Female,Australia,,20,3,350,25,5,120,Its complicated,5,5,4,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,20,6,80,10,Recording,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Female,Other Please Specify,South Korea,10,3,0,30,3,90,Single,0,0,10,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,80,6,90,3,I,It changes depending on the subject,Style 3
100,I consent to take part in the study,22,Male,China,,12,5,0,30,6,200,Single,5,0,10,Have you ever used recreational drugs,No,,No,International,DATA1001,8,17,8,70,3,Recording,It changes depending on the subject,Style 2
100,I consent to take part in the study,20,Male,China,,40,6,539,10,8,120,Single,0,0,9,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,2,30,9,100,15,I,It changes depending on the subject,Style 1
100,I consent to take part in the study,19,Male,China,,50,6,300,8,7,120,Single,5,3,2,Have you ever used recreational drugs,No,,No,International,DATA1001,2,90,6,85,10,Lecture Slides,It changes depending on the subject,Style 3
100,I consent to take part in the study,21,Female,China,,20,7,300,3,10,130,Single,3,5,5,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,30,4,80,2,Recording,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Female,Other Please Specify,indonesia,17,7.13,0,5,6,120,In a relationship,10,0,3,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,50,6,100,5,I,It changes depending on the subject,Style 3
100,I consent to take part in the study,20,Male,Other Please Specify,Singapore ,0,4,0,10,7,110,Single,1,0,6,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,90,10,100,5,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
100,I consent to take part in the study,18,Male,Australia,,0,4,0,5,5,90,Single,1,3,0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,60,5,85,6,I,I work steadily all semester,Style 1
100,I consent to take part in the study,17,Male,Other Please Specify,Indonesia,0,6,350,25,2,220,In a relationship,8,0,2,Have you ever used recreational drugs,No,,No,International,DATA1001,0,80,7,100,4,Lecture Slides,I work steadily all semester,Style 1
100,I consent to take part in the study,18,Female,Other Please Specify,Indonesia,0,5,350,30,4,20,In a relationship,5,0,1,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,65,7,100,4,Lecture Slides,I work steadily all semester,Style 1
100,I consent to take part in the study,20,Female,Australia,,25,2,0,10,3,110,Single,5,7,7,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,2,70,3,90,2,Recording,It changes depending on the subject,Style 1
100,I consent to take part in the study,19,Female,Other Please Specify,UAE,0,8.03,660,4,2,140,Single,0,0,4,Have you ever used recreational drugs,Prefer not to say,,Prefer not to say,International,DATA1001,0,35,7,90,5,I,It changes depending on the subject,Style 3
100,I consent to take part in the study,18,Male,Other Please Specify,United Arab Emirates,0,1.48,0,10,3,140,Single,0,0,4,Have you ever used recreational drugs,No,,No,International,DATA1001,0,25,9,80,4,I,It changes depending on the subject,Style 1
100,I consent to take part in the study,19,Female,Australia,,10,4.5,0,1,7,90,Single,0,0,3,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,0,90,3,80,5,Recording,I leave things to the last minute,Style 2
100,I consent to take part in the study,22,Male,China,,0,11,470,4,3,120,Single,6,10,7,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,20,1,75,10,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1
100,I consent to take part in the study,19,Male,Other Please Specify,Bangladesh,0,3.5,160,4,7,120,Single,1,1,5,Have you ever used recreational drugs,No,,No,International,DATA1001,0,24,10,85,2,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
100,I consent to take part in the study,19,Male,Australia,,6,2.5,0,20,2,160,In a relationship,0,4,7,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,1,50,3,80,6,Recording,I work steadily all semester,Style 3
100,I consent to take part in the study,18,Male,Australia,,0,4.3333,0,15,7,150,Single,0,0,5,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,75,7,90,5,Lecture Slides,It changes depending on the subject,Style 3
100,I consent to take part in the study,19,Male,Australia,,0,6,0,2,5,90,Single,0,6,3,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,2,60,7,90,2,Recording,I work steadily all semester,Style 3
100,I consent to take part in the study,19,Female,Australia,,29,2.25,0,1,7,105,Single,0,1,3,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,3,22,8,85,4,Recording,It changes depending on the subject,Style 2
100,I consent to take part in the study,19,Male,India,,0,6.3,520,3,6,100,Single,3,0,3,Have you ever used recreational drugs,No,,No,International,DATA1001,0,50,7,80,5,I,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Male,India,,0,1.2,549,15,1,35,Single,7,0,4,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,10,8,90,1,I,I work steadily all semester,Style 1
100,I consent to take part in the study,18,Female,Australia,,4,4.5,0,10,3,130,Single,0,4,12,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,2,40,5,80,2,Recording,It changes depending on the subject,Style 1
100,I consent to take part in the study,36,Female,China,,16,4.36,0,0,4,160,Its complicated,0,0,10,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,30,6,85,20,I,I work steadily all semester,Style 3
100,I consent to take part in the study,18,Male,Other Please Specify,Mongolia,0,3.5,549,10,3,120,Single,0,0,2,Have you ever used recreational drugs,No,,No,International,DATA1001,0,20,5,90,5,I,I work steadily all semester,Style 1
100,I consent to take part in the study,19,Male,China,,0,2.5,400,3,6,120,Single,0,5,3,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,45,5,70,6,Other,It changes depending on the subject,Style 2
100,I consent to take part in the study,19,Male,China,,0,3,450,5,5,120,Single,0,0,3,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,4,120,5,100,20,I,I leave things to the last minute,Style 2
100,I consent to take part in the study,19,Female,Other Please Specify,New Zealand,2,4,0,2,0,110,Single,0,0,20,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,1,30,3,90,3,Recording,I work steadily all semester,Style 1
100,I consent to take part in the study,21,Male,China,,0,6,600,5,4,140,Single,3,0,5,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,30,6,90,2,I,It changes depending on the subject,Style 3
100,I consent to take part in the study,21,Non-binary / third gender,USA,,0,0.15,307,6,6,300,In a relationship,30,1,2,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,6,5,5,60,1,Recording,It changes depending on the subject,Style 3
100,I consent to take part in the study,19,Male,China,,7,3,300,3,5,0,Single,0,0,1,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,30,10,80,3,Lecture Slides,I work steadily all semester,Style 1
100,I consent to take part in the study,60,Female,Australia,,4,1,0,3,4,120,Single,1,0,15,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,12,20,7,80,10,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
100,I consent to take part in the study,19,Male,China,,0,6,450,10,9,180,In a relationship,0,0,7,Have you ever used recreational drugs,No,,No,International,DATA1001,0,20,10,100,6,Recording,It changes depending on the subject,Style 3
100,I consent to take part in the study,19,Female,China,,30,5.06,750,2,8,180,Single,2,0,7,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,0,20,6,100,20,I,I work steadily all semester,Style 1
100,I consent to take part in the study,18,Female,China,,20,6,469,10,4,120,Single,0,5,8,Have you ever used recreational drugs,No,,No,International,DATA1001,0,20,3,10,2,I,I work steadily all semester,Style 2
100,I consent to take part in the study,20,Male,Other Please Specify,Hong Kong,15,5,700,4,6,0,In a relationship,100,2,2,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,30,5,80,6,I,It changes depending on the subject,Style 1
100,I consent to take part in the study,18,Female,Australia,,5,4.53,0,5,6,100,Single,1,0,7,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,30,6,90,8,Recording,It changes depending on the subject,Style 1
100,I consent to take part in the study,18,Male,Other Please Specify,Vietnam,0,3,629,3,7,0,Single,0,1,15,Have you ever used recreational drugs,No,,No,International,DATA1001,0,15,7,90,3,I,It changes depending on the subject,Style 3
100,I consent to take part in the study,18,Female,India,,0,2.5,700,4,8,130,Single,0,0,7,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,0,45,7,100,7,Live Stream from Lecture Theatre,I leave things to the last minute,Style 3
100,I consent to take part in the study,19,Female,Other Please Specify,Vietnam,18,10.25,0,6,8,110,In a relationship,4,6,2,Have you ever used recreational drugs,No,,No,International,DATA1001,1,60,5,75,4,Recording,I work steadily all semester,Style 1
100,I consent to take part in the study,18,Male,China,,0,4,0,3,6,120,Single,0,0,5,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,70,8,75,5,Recording,It changes depending on the subject,Style 3
100,I consent to take part in the study,18,Male,Other Please Specify,vietnam,0,7,300,7,10,40,Single,0,0,4,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,60,6,9,5,Recording,It changes depending on the subject,Style 1
100,I consent to take part in the study,19,Male,Other Please Specify,Japan,0,4.18,362,8,2,100,Its complicated,0,0,15,Have you ever used recreational drugs,No,,No,International,DATA1001,1,10,5,55,1,Recording,It changes depending on the subject,Style 2
100,I consent to take part in the study,23,Female,China,,30,8,850,5,3,120,In a relationship,100,2,7,Have you ever used recreational drugs,No,,No,International,DATA1001,3,10,5,100,5,Lecture Slides,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Female,Australia,,0,4.5,0,8,6,150,In a relationship,5,5,6,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,30,6,85,3,I,It changes depending on the subject,Style 3
100,I consent to take part in the study,18,Male,Australia,,0,3.3333333,100,5,0,120,In a relationship,20,15,1,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,45,9,85,10,I,I work steadily all semester,Style 1
100,I consent to take part in the study,18,Female,Australia,,5,1.5,0,10,4,110,Single,0,6,3,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,60,7,85,2,Recording,It changes depending on the subject,Style 3
100,I consent to take part in the study,18,Male,China,,0,3,550,2,6,160,Single,0,2,4,Have you ever used recreational drugs,No,,No,International,DATA1001,1,5,8,70,10,I,It changes depending on the subject,Style 2
100,I consent to take part in the study,17,Male,Other Please Specify,Indonesia,0,6.22,909,15,7,110,Single,0,0,7,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,15,7,75,7,I,It changes depending on the subject,Style 1
100,I consent to take part in the study,19,Female,Other Please Specify,Singapore,0,2.5,550,10,7,120,Single,0,0,14,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,10,4,100,3,I,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Female,Other Please Specify,Mongolia,0,3,550,5,6,110,Single,0,5,3,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1,5,3,80,10,I,I work steadily all semester,Style 3
100,I consent to take part in the study,17,Male,Other Please Specify,Indonesia ,0,5,770,15,6,240,In a relationship,2,0,8,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,35,6,80,5,I,I leave things to the last minute,Style 2
100,I consent to take part in the study,19,Female,India,,0,3,550,10,6,120,Its complicated,3,0,15,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,0,6,4,100,3,I,It changes depending on the subject,Style 2
100,I consent to take part in the study,19,Male,USA,,0,5.2,0,20,3,200,Single,0,15,18,Have you ever used recreational drugs,Prefer not to say,,Prefer not to say,Domestic,DATA1001,1,5,4,85,4,I,It changes depending on the subject,Style 1
100,I consent to take part in the study,18,Male,Australia,,8,4.5,0,4,3,120,Single,0,6,2,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,1,60,2,70,4,Recording,I work steadily all semester,Style 2
100,I consent to take part in the study,18,Female,Australia,,0,1.5,499,25,1,130,Single,0,0,2,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,0,0,85,4,Lecture Slides,It changes depending on the subject,Style 3
100,I consent to take part in the study,20,Male,Australia,,0,6,0,8,0,120,Its complicated,4,0,10,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,1,35,9,100,7,Recording,It changes depending on the subject,Style 3
100,I consent to take part in the study,21,Female,Other Please Specify,Mexico,0,11.2,480,2,4,120,Single,1,3,11,Have you ever used recreational drugs,No,,No,International,DATA1001,6,10,7,80,8,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1
100,I consent to take part in the study,18,Female,Other Please Specify,New Zealand ,0,5,0,10,7,130,Single,10,10,7,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,15,5,80,5,Recording,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Female,India,,7,4,0,20,4,90,In a relationship,7,10,5,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,1,120,3,90,2,Recording,I work steadily all semester,Style 2
100,I consent to take part in the study,25,Male,Other Please Specify,Canada,14,2,250,0,2,200,In a relationship,5,10,8,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,7,90,8,75,5,Recording,I work steadily all semester,Style 1
100,I consent to take part in the study,19,Female,China,,60,3,450,7,8,120,Single,0,0,2,Have you ever used recreational drugs,No,,No,International,DATA1001,0,40,9,90,8,I,I work steadily all semester,Style 1
100,I consent to take part in the study,19,Female,Australia,,30,4,0,12,8,120,Single,3,1,11,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,3,35,4,80,3,Recording,It changes depending on the subject,Style 3
100,I consent to take part in the study,21,Female,Australia,,25,2.5,0,7,7,120,In a relationship,10,0,3,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,4,50,3,70,10,Recording,It changes depending on the subject,Style 2
100,I consent to take part in the study,19,Male,Other Please Specify,Mongolia,0,6.45,0,6,2,130,Single,0,0,2,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,10,6,100,8,I,I work steadily all semester,Style 2
100,I consent to take part in the study,19,Female,Australia,,0,4.5,0,10,2,150,Single,5,6,10,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,3,20,3,70,5,Recording,I leave things to the last minute,Style 3
100,I consent to take part in the study,19,Female,Australia,,6,6,0,20,8,110,Single,0,0,4,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,120,5,80,3,I,I leave things to the last minute,Style 3
100,I consent to take part in the study,18,Male,China,,20,50,359,2,5,130,Single,0,0,2,Have you ever used recreational drugs,No,,No,International,DATA1001,3,10,5,100,10,I,I work steadily all semester,Style 1
100,I consent to take part in the study,19,Female,Australia,,10,2,0,20,7,150,Single,1,0,10,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,2,90,4,90,4,Recording,I work steadily all semester,Style 3
100,I consent to take part in the study,17,Male,Other Please Specify,Vietnam,0,7,909,5,3,110,Single,3,0,5,Have you ever used recreational drugs,No,,No,International,DATA1001,0,15,4,70,10,I,It changes depending on the subject,Style 3
100,I consent to take part in the study,19,Male,China,,20,4,730,7,7,100,Single,0,0,3,Have you ever used recreational drugs,No,,No,International,DATA1001,0,25,7,80,3,I,It changes depending on the subject,Style 3
100,I consent to take part in the study,19,Male,Other Please Specify,,0,4.25,549,7,0,140,Single,0,4,4,Have you ever used recreational drugs,No,,No,International,DATA1001,0,7,6,100,6,I,I work steadily all semester,Style 1
100,I consent to take part in the study,18,Female,Other Please Specify,Vietnam,0,6,300,20,0,120,Single,0,4,9,Have you ever used recreational drugs,No,,No,International,DATA1001,0,30,7,85,3,Recording,It changes depending on the subject,Style 3
100,I consent to take part in the study,19,Female,China,,19,12.3,660,6,3,90,Single,0,3,2,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,43,5,100,14,I,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Male,China,,20,2,200,5,5,120,Single,0,3,4,Have you ever used recreational drugs,No,,No,International,DATA1001,0,30,6,100,4,I,It changes depending on the subject,Style 3
100,I consent to take part in the study,18,Male,Other Please Specify,Japan,0,6.5,0,1,7,120,In a relationship,80,0,2,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,0,120,5,100,20,Recording,I work steadily all semester,Style 2
100,I consent to take part in the study,21,Male,China,,0,3,700,20,3,160,Single,1,6,5,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1,30,3,70,2,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1
100,I consent to take part in the study,19,Male,China,,20,1,500,7,2,120,Single,0,0,6,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,15,6,90,3,Recording,I work steadily all semester,Style 3
100,I consent to take part in the study,20,Female,Australia,,0,2,100,2,5,110,Its complicated,2,0,3,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,3,120,1,90,2,Recording,It changes depending on the subject,Style 1
100,I consent to take part in the study,18,Female,Other Please Specify,Indonesia,0,6,0,6,6,80,Single,0,5,8,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,54,1,100,2,I,I work steadily all semester,Style 3
100,I consent to take part in the study,18,Female,Australia,,5,4.28,0,12,2,120,In a relationship,3,3,8,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,60,2,75,2,Recording,I work steadily all semester,Style 3
100,I consent to take part in the study,21,Male,China,,2,2,2,3,5,120,Single,2,2,3,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,2,2,6,50,12,Recording,I work steadily all semester,Style 1
100,I consent to take part in the study,19,Female,Other Please Specify,new zealand,0,8,0,0,0,110,Single,0,0,8,Have you ever used recreational drugs,Prefer not to say,,Prefer not to say,Domestic,DATA1001,0,60,1,100,3,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Female,Australia,,0,7,0,3,1,130,Single,2,2,4,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,1,60,5,70,3,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3
100,I consent to take part in the study,18,Female,Australia,,4,4.5,0,4,3,90,Single,0,0,2,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,50,3,90,2,I,I work steadily all semester,Style 2
100,I consent to take part in the study,18,Female,Other Please Specify,UK,0,3,0,30,6,130,Single,2,16,20,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,5,4,90,2,I,It changes depending on the subject,Style 3
100,I consent to take part in the study,17,Female,Other Please Specify,Myanmar,15,11.52,600,1,6,100,In a relationship,97,1,4,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1,30,4,85,6,Recording,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Female,Other Please Specify,South korea,0,6,320,20,2,0,Single,0,0,5,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1,30,5,80,5,Recording,I work steadily all semester,Style 3
100,I consent to take part in the study,18,Female,Other Please Specify,Taiwan,0,5.5,545,10,8,120,Single,0,0,15,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,2,0,100,1,I,I work steadily all semester,Style 3
100,I consent to take part in the study,18,Female,Australia,,0,5,0,3,4,130,Single,0,0,5,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,70,4,80,2,Recording,It changes depending on the subject,Style 3
